991611284,991615671,4387
525669896,525673965,4069
960572613,960576674,4061
446937356,446940976,3620
32614777,32618836,4059
429205158,429209210,4052
848660927,848665452,4525
244998253,245008478,10225
613079917,613083983,4066
688754829,688758886,4057
826337433,826341466,4033
475089277,475093301,4024
